index,true_label,pred_label,is_correct,confidence,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
12,9,9,1,0.9999923706054688,3.943175994058912e-11,6.445184941306081e-10,3.9047912125944606e-10,6.030206378682124e-08,4.8721435632614885e-06,1.4588592556208368e-08,1.8551875530584128e-13,1.4062666195968632e-06,1.3086087164992932e-06,0.9999923706054688
13,0,0,1,0.9999984502792358,0.9999984502792358,1.8856095504449222e-11,5.3961497492593935e-09,3.8680454672590514e-11,2.7731445612078076e-11,3.4845659691029596e-10,4.026443178872796e-08,1.023774931496746e-08,3.416287199797807e-07,1.2053967566316715e-06
14,1,1,1,0.9999792575836182,5.031477030570386e-07,0.9999792575836182,1.4598123243558803e-07,5.80524783799774e-08,1.2743812476401217e-05,1.7218427501575206e-06,4.703993568000442e-07,1.7533097889099736e-06,1.977854481083341e-06,1.4010596487423754e-06
15,5,5,1,0.9999874830245972,1.5474505010715234e-10,2.671369514484212e-10,4.700469458107648e-10,1.2233403140271548e-05,4.5261011735395207e-13,0.9999874830245972,2.852178049295162e-08,4.154032118286466e-10,2.2884316308591224e-07,4.565032085679377e-08
16,9,9,1,0.999944806098938,4.718239949852432e-07,4.068821946034973e-10,1.7223532822185916e-08,4.0374779075591505e-08,4.042635191581212e-05,1.3564086032147316e-07,1.696316087596017e-09,1.4737648825757788e-06,1.2642202818824444e-05,0.999944806098938
17,7,7,1,0.999982476234436,7.975373833568611e-11,8.173468013517038e-10,7.224881670708783e-08,1.5703502867836505e-05,8.542653346862994e-13,2.8974514454382927e-10,3.093221806777069e-22,0.999982476234436,4.560949118381785e-10,1.6816409242892405e-06
18,3,5,0,0.728705644607544,0.002231128979474306,1.8893118181040336e-07,0.0013896352611482143,0.23679327964782715,6.207763192378479e-08,0.728705644607544,8.568380508222617e-06,4.473606895771809e-05,0.02802537940442562,0.0028014308772981167
19,4,4,1,0.9996708631515503,2.5757047605878824e-09,0.00021933866082690656,9.303836918661545e-07,8.73049899041689e-09,0.9996708631515503,1.2069207855347486e-07,1.4440301399076816e-08,0.00010197501251241192,3.34819173986034e-06,3.4477013741707196e-06
20,9,9,1,0.9975810050964355,2.093892561561006e-07,1.1936058399442118e-05,2.934069698312669e-06,0.0010123318061232567,0.000291567703243345,4.190028630546294e-05,9.361426217546764e-11,0.0010417891899123788,1.643546602281276e-05,0.9975810050964355
21,6,6,1,0.9999268054962158,3.257887115637459e-08,6.419530240719951e-09,4.226530236906001e-10,1.2075440473935384e-11,2.4337142079389196e-08,7.078057387843728e-05,0.9999268054962158,1.1793490446374011e-14,2.338015065106447e-06,4.897318106600324e-10
22,6,6,1,0.9999969005584717,6.917206718526359e-08,3.653928830511799e-13,3.5007633185542286e-13,7.336004125403726e-16,2.744218591033132e-06,3.6567227024164595e-10,0.9999969005584717,2.2985235776383566e-18,3.0061590905461344e-07,2.7676724800862473e-10
23,5,5,1,0.9999995231628418,5.4484911523352934e-15,3.471347168049199e-11,1.1595866648351268e-14,2.8197263191032107e-07,2.6844847959145435e-12,0.9999995231628418,5.8298773808473925e-08,1.2868062193062413e-13,5.674649727893666e-08,1.2517892855612445e-07
24,4,4,1,0.9999266862869263,1.6253332901783324e-08,6.108055004006019e-06,9.560940270603169e-07,3.364365730451624e-10,0.9999266862869263,6.605811364579495e-08,8.582999839745753e-07,7.367618195530667e-07,7.693565748922992e-06,5.6858156312955543e-05
25,0,0,1,0.9998947381973267,0.9998947381973267,1.942091071294172e-10,2.3687285647611134e-05,1.3232789086714547e-08,1.306075461116052e-07,1.2600855470168426e-08,1.5733034160803072e-05,1.8366117515711267e-09,2.1592501070699655e-05,4.404416904435493e-05
26,7,7,1,0.9990631937980652,2.6716479695210182e-08,6.303376267169369e-06,3.90199284083792e-06,0.00044340366730466485,1.0654064226400806e-06,4.1815007989498554e-07,4.648045440696453e-15,0.9990631937980652,2.4036972945395974e-07,0.0004814184212591499
27,4,4,1,0.9999990463256836,2.396125138581784e-11,7.750913937343284e-07,3.621389632613159e-09,4.455729188390656e-12,0.9999990463256836,4.267682651715177e-09,2.623954031832909e-08,4.064653946755925e-09,6.033985755493632e-08,8.541400120520848e-08
28,0,0,1,0.9999091625213623,0.9999091625213623,3.4937863713224715e-09,1.850711487350054e-05,8.954774699532209e-08,1.1392516263697416e-08,8.204222723406929e-08,6.408003514479788e-07,1.204395175591344e-06,3.0061450161156245e-05,4.0194066968979314e-05
29,1,1,1,0.9997664093971252,1.3891012713429518e-06,0.9997664093971252,8.87908481672639e-06,4.813381906387804e-07,0.00017241462774109095,2.7485407372296322e-06,1.6564442262279044e-07,3.112611739197746e-05,9.596899872121867e-06,6.78601827530656e-06
30,3,3,1,0.9999984502792358,8.203099386826923e-14,3.1651237186736125e-10,1.0103786252102509e-07,0.9999984502792358,3.551945792611838e-13,6.667401919457916e-08,6.291279183841466e-20,1.7326875934031705e-07,1.0902747149543757e-08,1.2857203728344757e-06
31,1,1,1,0.9999889135360718,3.599786069230504e-08,0.9999889135360718,9.085419350185475e-08,1.062879650959303e-08,7.693735824432224e-06,8.825580266602628e-08,6.750818126732838e-09,2.2424225676331844e-07,1.6689836002115044e-06,1.2467785381886642e-06
32,3,3,1,0.9999974966049194,8.61292916327916e-15,1.3320573533093238e-09,8.822761543569868e-08,0.9999974966049194,4.655196939870121e-15,2.4034281977947103e-06,5.161110383091116e-17,1.7253858342058948e-09,5.393304913781094e-09,1.4107871315616194e-08
33,4,4,1,0.9999700784683228,6.066908753155076e-08,7.103156804078026e-06,2.2295009330264293e-05,1.4954767025426863e-12,0.9999700784683228,7.057513601305132e-11,3.366018859196629e-07,1.7090604487179917e-09,1.145577055439162e-08,1.7927854756294437e-09
34,7,7,1,0.9999909400939941,8.461942951898394e-11,1.6726622220630816e-07,9.372701583743037e-07,6.623717581533128e-06,3.159236067196147e-11,4.907479422833205e-10,1.1301324513323076e-17,0.9999909400939941,2.196470116899718e-09,1.245945554728678e-06
35,2,2,1,0.9999991655349731,8.685979019373846e-11,7.186039852058457e-08,0.9999991655349731,7.33620026949211e-07,1.5583621199022346e-11,2.586917008731704e-12,1.4740266299217986e-11,7.105354882241954e-08,2.3700466034171086e-09,2.828986767067221e-10
36,7,7,1,0.9996620416641235,2.092334552145081e-12,8.632981121081684e-07,0.00033552118111401796,1.3880783171771327e-06,3.969168105300014e-08,1.3696960232678634e-10,1.6817020258927706e-17,0.9996620416641235,3.5693719979690286e-08,1.0755026380593335e-07
37,1,1,1,0.9999961853027344,6.8809185016505126e-09,0.9999961853027344,1.4137132353653215e-08,1.4529518699291089e-09,3.0267672173067695e-06,1.799685200865042e-08,8.68850824620182e-10,3.7138187281016144e-07,2.1785429282772384e-07,2.9660833433808875e-07
38,2,2,1,0.9999818801879883,1.2692280506598763e-06,6.604218015127117e-06,0.9999818801879883,2.312094238732243e-06,1.578496409138097e-07,4.6141046539105446e-09,3.078762134123281e-08,7.557790922874119e-06,2.2032665469851054e-07,2.9674541934809895e-08
39,1,1,1,0.9999997615814209,1.4553735994127237e-08,0.9999997615814209,5.558343230127605e-10,4.762234495636619e-10,5.892527354944832e-08,3.7400710084511957e-08,6.049316425560392e-08,2.1872180511195438e-08,9.555289182117122e-08,3.6774054024135694e-08
40,1,1,1,0.9988710284233093,3.466620182734914e-05,0.9988710284233093,3.1193798349704593e-05,5.3772541832586285e-06,0.000529689306858927,2.450321517244447e-05,2.5188771815010114e-06,0.00041414922452531755,3.959725654567592e-05,4.721338700619526e-05
41,7,7,1,0.9986905455589294,3.989126251546793e-10,2.6827810870599933e-05,0.0011980165727436543,8.178903226507828e-05,3.391294853827276e-07,1.1705930447192259e-08,7.018711936109369e-15,0.9986905455589294,4.6319033231156936e-07,2.024101149800117e-06
42,4,4,1,0.9999414682388306,4.6983677365330934e-11,6.711886726407101e-07,1.4356842971408046e-11,9.612396599176232e-13,0.9999414682388306,5.197726138383985e-10,4.874867176596354e-09,4.790619900774118e-09,1.3074693328007925e-08,5.7888784795068204e-05
43,2,2,1,0.9972219467163086,1.0014403528657567e-07,0.00014907728473190218,0.9972219467163086,1.7307586475112657e-08,0.0025983836967498064,2.5692001415222876e-08,2.292899262101855e-05,2.0759225662914105e-06,5.408979632193223e-06,6.895540388685006e-11
44,3,3,1,0.9999417066574097,8.206012258593631e-11,7.591246458105161e-07,2.2843694750918075e-05,0.9999417066574097,2.4178743451841456e-09,2.1365343854995444e-05,2.575730427556433e-12,9.191441677103285e-06,6.779384307264991e-07,3.446790969974245e-06
45,5,5,1,0.9993864297866821,5.742474051828594e-09,4.873648595804525e-09,7.268252111281015e-10,3.664463861241529e-07,7.774910576463512e-11,0.9993864297866821,0.0005918308743275702,1.5555434718095285e-10,2.1211017156019807e-05,7.57126983330636e-08
46,1,1,1,0.9997639060020447,6.030381882737856e-06,0.9997639060020447,2.81715711025754e-05,4.1116592797152407e-07,9.745240095071495e-05,1.021336970552511e-06,2.9437730972858844e-06,9.35905234200618e-07,9.519309242023155e-05,3.927133093384327e-06
47,2,2,1,0.9999988079071045,5.431042495729343e-07,4.5405820769950367e-10,0.9999988079071045,3.3457716597240506e-08,9.300894276975669e-08,5.194669781133365e-12,2.9403784962411805e-10,1.7341311719931696e-09,5.278711228129396e-07,9.96481341886124e-10
48,4,4,1,0.9938884377479553,1.079016485050488e-07,0.00033396788057871163,4.258874142237801e-08,2.1921226789345383e-07,0.9938884377479553,2.8672095140791498e-05,4.384195108286804e-06,2.3380969196296064e-06,4.192540654912591e-05,0.005699916742742062
49,4,4,1,0.999998927116394,1.3902883011507328e-10,3.6095229916099925e-08,7.175145810833783e-09,2.548607809169101e-12,0.999998927116394,1.3484117156181696e-09,6.219306669663638e-08,5.3160942314889326e-08,3.214892174696615e-08,8.667201996104268e-07
50,6,6,1,0.9999709129333496,2.090607722493587e-06,3.464306530531758e-07,7.0314598588083754e-09,2.3123858383655715e-10,6.965428411831454e-08,2.6045800041174516e-05,0.9999709129333496,1.8588323155016573e-12,5.474237809721672e-07,1.1027084800829812e-09
51,3,3,1,0.9999978542327881,4.756953294812738e-13,8.16919015073081e-12,6.257687914512644e-07,0.9999978542327881,9.669894356070991e-16,3.9736551116220653e-07,2.8221905820388466e-19,1.2498683190642623e-06,2.5683091209316444e-09,8.988162214507156e-09
52,5,5,1,0.9999997615814209,6.688300900527938e-15,8.90068400927202e-12,1.9865836406451898e-15,1.275720062920982e-08,1.2457156345953985e-13,0.9999997615814209,2.837477381945064e-07,3.0987192656652465e-15,5.830553817531836e-09,6.558068754713986e-09
53,5,5,1,0.9999759197235107,7.639562760175522e-09,2.1178268860833072e-10,1.0846758213833851e-10,7.66314406064339e-06,2.719893199554235e-10,0.9999759197235107,2.7703359251063375e-07,1.1133460126044881e-10,1.1904521670658141e-06,1.5035691831144504e-05
54,6,6,1,0.9999874830245972,4.631931915355381e-06,1.4940089096415754e-12,7.174542535591522e-13,1.2395411303281478e-12,1.05929643723357e-07,4.888980242867547e-07,0.9999874830245972,7.648703543239392e-17,7.344835012190742e-06,4.276985710038872e-10
55,0,0,1,0.9999889135360718,0.9999889135360718,2.6232866545683464e-08,3.967575992191996e-07,4.2924851173520295e-11,1.3338409265983842e-09,1.8851977756639826e-09,1.6764909105404513e-06,2.7971694294137706e-07,7.577626547572436e-06,1.0927574294328224e-06
56,4,4,1,0.9999856948852539,3.98076016594473e-11,1.41283126140479e-05,9.451212035216372e-10,2.066687532914502e-12,0.9999856948852539,3.105175228057533e-09,2.8078522618102397e-08,1.2251874181856692e-07,5.287516913199397e-08,5.056568852523924e-08
57,1,1,1,0.9999966621398926,1.049391418206369e-08,0.9999966621398926,1.4340852949601413e-08,4.5988210461977985e-10,6.585694904970296e-07,2.032500745485777e-08,2.7347457631776706e-09,2.4313997073477367e-06,1.4201562237303733e-07,8.730950185054098e-08
58,9,9,1,0.9999921321868896,1.1576976877147871e-10,1.175843589162895e-10,2.517460406803451e-10,1.0895574575897626e-07,7.173959147621645e-06,4.0468111706104537e-07,3.731328180461846e-12,1.7734400614699553e-08,2.1967933605537837e-07,0.9999921321868896
59,5,5,1,0.9990629553794861,4.572489942233915e-09,1.4442879319176427e-06,5.536840763653572e-09,3.5686844057636335e-05,2.4686114556971006e-06,0.9990629553794861,3.642197043518536e-06,1.5870306015131064e-05,8.58561834320426e-05,0.0007921155192889273
60,7,7,1,0.999976634979248,1.4717390639518158e-09,6.973587485248345e-09,1.8434587900628685e-07,2.1691817892133258e-05,3.203791051897831e-11,6.466947155558955e-08,2.0967324083792995e-20,0.999976634979248,9.534814049416696e-10,1.340763105872611e-06
61,8,8,1,0.9999411106109619,8.002331242096261e-08,8.812802709812217e-10,2.6008734494098462e-05,1.6993461031233892e-05,9.36358560132966e-11,1.2268139926163713e-07,1.535897298232669e-09,6.0174176752525455e-09,0.9999411106109619,1.5713712855358608e-05
62,9,9,1,0.894078254699707,7.591188023070572e-06,3.758523916985723e-06,8.109926170618564e-07,5.2911287639290094e-05,0.0006979669560678303,0.0533340722322464,0.00018505511980038136,3.791763083427213e-05,0.051601704210042953,0.894078254699707
63,3,3,1,0.9987516403198242,2.663091969168363e-09,8.679376151121687e-08,0.0012229183921590447,0.9987516403198242,2.0894985741648497e-10,9.051831852957548e-07,2.834564993749872e-13,1.1633900612650905e-05,1.2120113751734607e-05,6.700250310132105e-07
64,7,7,1,0.9999979734420776,3.0764043414885096e-16,1.6958351389817494e-11,1.8299675730304443e-06,2.157268426117298e-07,3.5218234036536733e-13,5.864918468413693e-13,5.16493464273295e-24,0.9999979734420776,4.5117163477437217e-11,2.5387930646658674e-10
65,4,4,1,0.9988859295845032,3.7941313735245785e-07,0.0006661601946689188,9.687304327599122e-07,4.715810746347415e-07,0.9988859295845032,3.3007527235895395e-05,4.19407933804905e-06,3.8685840991092846e-05,6.878499698359519e-05,0.0003014234534930438
66,6,6,1,0.9999767541885376,1.789261841622647e-05,1.2151248757197308e-11,1.4348433552413553e-10,1.5894243928817053e-13,3.7575498481601244e-06,1.3213360405828212e-09,0.9999767541885376,1.492873202571941e-16,1.5556107655356755e-06,2.3643103475023963e-08
67,4,4,1,0.9996092915534973,3.428408490435686e-07,6.474783731391653e-06,1.7980123345751053e-07,1.3733605364052437e-08,0.9996092915534973,2.208056866948027e-05,1.1560505299712531e-05,9.973456371881184e-07,0.0001588335435371846,0.0001902018702821806
68,3,3,1,0.9999980926513672,2.7646152511370814e-14,8.151783692511572e-10,2.730674708573133e-08,0.9999980926513672,1.4026103276878685e-15,1.505162799730897e-06,6.154816018713114e-17,2.096893103598063e-09,1.7792791595638846e-07,1.5535466957317112e-07
69,0,0,1,0.9999370574951172,0.9999370574951172,1.0504915486748631e-13,8.009598786884453e-06,1.3246302721370284e-08,1.425893403350642e-09,4.951666028318868e-07,7.607742418258567e-07,2.7810783190251875e-11,2.353163154111826e-06,5.124082599650137e-05
70,7,7,1,0.9999845027923584,8.08201630619898e-11,3.1392091703885683e-10,6.665058549515379e-08,8.503895514877513e-06,8.159161714316188e-12,1.1185731230156648e-09,3.989093650166356e-22,0.9999845027923584,1.3771207507673466e-09,6.969690275582252e-06
71,0,0,1,0.9999706745147705,0.9999706745147705,8.269846396222191e-13,1.0122909799292756e-07,8.769127785024367e-11,1.7671539231933764e-10,1.5987208779044693e-10,3.4592477771155927e-09,1.953582406954979e-09,2.1225987723028084e-07,2.89562922262121e-05
72,2,2,1,0.9999997615814209,1.6338115582659185e-10,3.6484655296931123e-09,0.9999997615814209,1.9705794329638593e-07,5.224102400669395e-13,4.313005681766402e-12,1.6516757579687624e-12,6.659149676124798e-08,2.2709734093240286e-09,1.6360318655372907e-10
73,9,9,1,0.9891868233680725,3.99143254981027e-06,6.682300863758428e-06,8.71494339662604e-05,1.0022064998338465e-05,5.1103634177707136e-05,4.3801722426906053e-07,7.634395893241219e-10,0.003739385399967432,0.006914345547556877,0.9891868233680725
74,1,1,1,0.9999980926513672,7.151325309706635e-09,0.9999980926513672,1.1880314509937762e-09,2.542851040843175e-09,1.2678427765422384e-06,1.3925557595939608e-07,8.310474086670183e-09,1.422292967845351e-07,1.2008864302970323e-07,2.9009854074502073e-07
75,7,7,1,0.999998927116394,2.510834142799268e-15,3.5080401517006976e-07,3.9690689845883753e-07,1.2306928809380224e-08,3.236976908738143e-07,2.1778121840621e-12,1.588545565692508e-19,0.999998927116394,2.078708316588518e-09,7.49837791857999e-09
76,3,3,1,0.9999738931655884,9.793486334397361e-12,1.519001955330168e-07,3.7601756730509805e-07,0.9999738931655884,1.236964090184367e-12,2.458415474393405e-05,2.1705586546877376e-12,3.815890714520265e-09,2.0863744509824755e-07,7.921321412140969e-07
77,2,2,1,0.9999855756759644,6.765252464902005e-07,3.3476504768259474e-07,0.9999855756759644,8.058771527430508e-06,2.4023577793741424e-07,2.4181018076774308e-08,1.209875533092486e-09,3.1439167287317105e-06,3.809383315456216e-07,1.563935370541003e-06
78,9,9,1,0.9350758790969849,1.7994851077673957e-05,0.00019729927589651197,5.282498386804946e-05,4.349586561147589e-06,0.007336373440921307,1.1031715985154733e-05,1.277641217711789e-06,0.00010448041575727984,0.057198528200387955,0.9350758790969849
79,7,7,1,0.9999492168426514,1.3218567351813704e-09,3.313009244720888e-07,3.980402470915578e-05,6.236505669221515e-06,7.370503762871294e-09,1.0346821177620313e-08,1.8466118696278903e-15,0.9999492168426514,2.3011440930531535e-07,4.211532996123424e-06
80,7,7,1,0.9959623217582703,3.489648861432215e-06,0.001860930467955768,2.899765604524873e-06,6.395408854587004e-05,4.398751570988679e-06,9.602783393347636e-06,2.8688548064925712e-11,0.9959623217582703,1.51587046275381e-05,0.0020771329291164875
81,6,6,1,0.9999994039535522,8.261590522806728e-08,4.787353180546461e-09,7.158936554674256e-09,1.4414255379568974e-11,7.263041368332779e-08,3.243183073209366e-07,0.9999994039535522,9.375441774924637e-15,5.475628128692733e-08,7.032568416498464e-10
82,2,2,1,0.9999988079071045,1.0036001977381526e-12,3.57300002917782e-08,0.9999988079071045,6.747284686525745e-08,3.44377359962067e-10,4.703923340253213e-13,1.1609895716243462e-13,1.0887903272305266e-06,7.833669823931189e-10,2.6597453406385085e-11
83,7,7,1,0.999935507774353,2.1133599314993035e-09,2.417771156615345e-06,4.973814782260888e-08,4.922262633044738e-06,2.816126531968166e-08,4.579340995292114e-08,4.193694797267319e-16,0.999935507774353,1.1549845524427838e-08,5.697237065760419e-05
84,8,8,1,0.9999955892562866,3.56473461859963e-10,4.5005709228829183e-13,9.808865525373633e-11,3.7574912625792933e-10,2.131389464921085e-08,5.672460474670515e-07,3.868519797833869e-06,4.3686738047199285e-16,0.9999955892562866,3.76064974716428e-08
85,4,4,1,0.9999018907546997,1.901477725274603e-10,7.837010343791917e-05,1.1091275453622984e-08,1.3941948984186325e-10,0.9999018907546997,8.165848441876733e-09,8.285540253893942e-09,1.4650353477918543e-05,1.840849250811516e-07,4.812168754142476e-06
86,7,7,1,0.9999674558639526,4.849800422368489e-11,2.551704710640479e-06,5.057405019215366e-07,7.118491339497268e-06,2.397999576686516e-09,6.168858757149565e-10,1.3483714828091132e-17,0.9999674558639526,3.8166614757528805e-08,2.2229645765037276e-05
87,3,3,1,0.9845606088638306,3.353455534094163e-12,3.0082874218351208e-06,0.015030412934720516,0.9845606088638306,3.1384386756094784e-10,8.667908559800708e-07,7.705529465364125e-13,0.0004022985231131315,2.7344726731826086e-06,1.0593620203280807e-08
88,6,6,1,0.9999998807907104,1.8785577537983045e-08,8.62389881728376e-11,2.5319734156536988e-11,5.982903296999345e-15,6.948486941382725e-08,1.2344619770843224e-09,0.9999998807907104,1.1308277586757044e-18,3.621567046252494e-08,3.580575723069468e-12
89,1,1,1,0.9999994039535522,2.586990621722407e-09,0.9999994039535522,4.1615162871266875e-08,5.022541049726215e-09,8.46796908149372e-08,9.35147284053528e-08,7.208444685602444e-08,1.4449463492383074e-07,9.865789252216928e-08,1.0486419732558261e-08
90,3,3,1,0.9999970197677612,8.092406605930691e-11,8.687769947890445e-10,8.703651133146195e-08,0.9999970197677612,2.2147187512741584e-14,1.5260046666298877e-06,6.680964324655295e-15,2.9892095465555713e-09,7.916682420727739e-08,1.3321983942660154e-06
91,6,6,1,1.0,2.0797694677554546e-09,4.6480583271168996e-11,3.05678884982008e-11,1.691368602791364e-14,1.2121133430298414e-08,2.9368708354127193e-08,1.0,2.7992209655003796e-18,4.065265102326521e-08,2.2593754991917514e-11
92,9,9,1,0.9823242425918579,8.838656867737882e-06,9.266253073292319e-06,7.381024715868989e-06,0.000724186422303319,0.012743469327688217,0.0007559427176602185,4.205926416034345e-06,0.00021521284361369908,0.0032072782050818205,0.9823242425918579
93,3,3,1,0.9998231530189514,1.7158409137962849e-09,6.334258841889095e-07,1.90965201909421e-05,0.9998231530189514,5.215524456758658e-09,4.244464071234688e-05,8.143445770145141e-13,3.044050572498236e-06,1.4842104974377435e-05,9.672935266280547e-05
94,1,1,1,0.9986681938171387,3.449093128438108e-05,0.9986681938171387,5.256787335383706e-05,9.844967507888214e-07,0.0003037566493730992,1.0671940799511503e-05,0.000589179340749979,7.09963478584541e-06,0.00032466856646351516,8.27561325422721e-06
95,4,4,1,0.9451631307601929,0.00016404253256041557,1.961733687494416e-06,6.634832516283495e-06,2.57514920498636e-09,0.9451631307601929,6.580193712579785e-06,0.03028295934200287,4.678418292769493e-07,0.02406436949968338,0.0003099534078501165
96,1,1,1,0.9987150430679321,7.839806130505167e-06,0.9987150430679321,5.121985304867849e-05,2.2651163817499764e-05,0.0006962941261008382,9.233506716554984e-06,1.0632303570901058e-07,2.8592221497092396e-05,0.00019884161883965135,0.00027013898943550885
97,7,7,1,0.9999407529830933,1.2475353866267525e-12,6.304063049356046e-07,5.6704680901020765e-05,5.063609620492571e-08,1.3402961940300884e-07,1.546487243819783e-10,3.923391813661454e-15,0.9999407529830933,1.8227308373752749e-06,2.3807544824450133e-09
98,6,6,1,0.9999927282333374,1.8383417454970186e-08,1.1351815043525448e-09,3.869125066557899e-06,4.150686044868124e-11,1.3614185334631657e-08,2.9666093723790254e-06,0.9999927282333374,6.5904423370987016e-15,3.881696670759993e-07,8.339615220620544e-09
99,9,9,1,0.9999986886978149,2.8699618681571337e-08,1.3382202464218285e-11,9.95862325936514e-09,3.490743694101184e-08,2.3670459370350727e-07,2.8340974012053266e-08,6.8298262011212696e-12,1.9052144750730804e-08,1.0823508773682988e-06,0.9999986886978149
100,6,6,1,0.9999903440475464,1.6286596746795112e-06,4.5923993774454885e-11,1.0376092346442434e-10,1.8061111417208564e-13,3.873945388477296e-06,2.478036442710163e-08,0.9999903440475464,1.1779164419318421e-16,4.180803443887271e-06,6.657546958166449e-09
101,0,0,1,0.9999963045120239,0.9999963045120239,8.482053601155393e-12,4.164624201052902e-08,7.290099773848979e-11,2.5163954253670795e-10,9.72883218430809e-10,9.721798051032238e-07,3.641499046747043e-10,1.2711511487850657e-07,2.4500268409610726e-06
102,5,5,1,0.999994158744812,4.002411466488831e-13,1.0770213930769157e-12,1.0861782664701308e-13,4.46861076852656e-06,4.929919319995868e-13,0.999994158744812,3.783584279215546e-10,2.3849835301126276e-11,5.315673234917995e-08,1.4503374359264853e-06
103,4,4,1,0.9999834299087524,5.369961419976477e-12,1.6298612536047585e-05,1.1165905533516707e-07,2.2692126498170817e-13,0.9999834299087524,4.58864647667756e-11,9.689442997951048e-11,1.1071175265442434e-07,1.2262149517994203e-08,2.7014149250881303e-10
104,9,9,1,0.9854806065559387,2.3147175909343787e-07,1.6932540924941009e-09,1.1586342907321523e-06,0.0001739278231980279,1.646038867875177e-06,0.014313177205622196,2.149516653560113e-08,4.426226496434538e-06,2.474249959050212e-05,0.9854806065559387
105,9,9,1,0.9999984502792358,3.113272972754544e-10,1.4691418220857955e-11,8.513849070190815e-10,1.9623280778091612e-08,4.231171146784618e-07,3.153322580828899e-08,1.1414587807942467e-12,3.371349066583207e-08,1.1097456535935635e-06,0.9999984502792358
106,2,2,1,0.9999980926513672,5.1937618650299555e-09,3.1775426734270695e-09,0.9999980926513672,9.108892840004046e-08,2.6338367598022216e-10,8.46151360783809e-12,7.937187690952585e-13,1.7573254353919765e-06,2.5150733051759744e-08,2.8897717552212043e-09
107,1,1,1,0.9999974966049194,3.444804619334718e-08,0.9999974966049194,1.3664796405521429e-08,3.5046639201841145e-11,2.0615674145574303e-07,1.1310685721355185e-07,1.721368448670546e-06,6.122314744061441e-08,3.1699588021183445e-07,8.740232537718384e-09
